example_id,source,split,model_name,task,train_loss,validation_loss,train_metric,validation_metric,learning_rate,epochs,additional_information,diagnosis,evidence,next_experiment
synthetic_v3_learning_rate_too_high_033,controlled_synthetic_v3,train,controlled_tabular_net,binary_classification,"[0.966, 2.636, 0.813, 2.249, 0.903, 2.69, 0.75, 3.277, 0.891, 2.096, 1.252, 3.278]","[1.147, 2.755, 0.896, 2.399, 1.093, 2.863, 0.932, 3.46, 1.086, 2.221, 1.445, 3.405]","[0.465, 0.254, 0.47, 0.228, 0.592, 0.343, 0.594, 0.317, 0.476, 0.374, 0.554, 0.367]","[0.431, 0.237, 0.442, 0.213, 0.573, 0.312, 0.58, 0.285, 0.438, 0.336, 0.532, 0.327]",0.2913,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",The same optimizer converged when a much smaller rate was used in a pilot run.,learning_rate_too_high,"Training loss repeatedly jumped from 0.966 at epoch 1 to 2.636 at epoch 2 and from 0.813 at epoch 3 to 2.249 at epoch 4, with no stable downward trend.",Lower the learning rate by about 10x and run the same experiment again.
synthetic_v3_data_leakage_suspected_037,controlled_synthetic_v3,train,controlled_mlp,multiclass_classification,"[0.42, 0.323, 0.235, 0.159, 0.097, 0.059]","[0.38, 0.285, 0.2, 0.125, 0.064, 0.027]","[0.84, 0.881, 0.917, 0.95, 0.976, 0.992]","[0.88, 0.911, 0.94, 0.964, 0.985, 0.997]",0.001,"[1, 2, 3, 4, 5, 6]",The scaler and feature selector were fitted on the complete dataset before the train-validation split. Metric on a clean holdout was 0.64.,data_leakage_suspected,"Preprocessing was fitted before the split, so validation information entered the training pipeline. Validation metric was 0.997, compared with 0.640 on a clean holdout.","Rebuild the splits around independent groups, then rerun preprocessing and training."
synthetic_v3_learning_rate_too_low_002,controlled_synthetic_v3,train,controlled_cnn,image_classification,"[1.834, 1.826, 1.817, 1.809, 1.8, 1.792, 1.783, 1.775, 1.766, 1.758, 1.749, 1.741, 1.732, 1.724, 1.715, 1.707]","[1.894, 1.887, 1.879, 1.871, 1.863, 1.855, 1.847, 1.84, 1.832, 1.824, 1.816, 1.808, 1.8, 1.793, 1.785, 1.777]","[0.353, 0.356, 0.359, 0.361, 0.364, 0.367, 0.37, 0.372, 0.375, 0.378, 0.381, 0.383, 0.386, 0.389, 0.392, 0.394]","[0.343, 0.345, 0.347, 0.349, 0.351, 0.353, 0.354, 0.356, 0.358, 0.36, 0.362, 0.364, 0.366, 0.368, 0.369, 0.371]",7.4e-06,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",Batch size and optimizer settings stayed fixed during the run.,learning_rate_too_low,"Despite 16 stable epochs, training loss only moved from 1.834 to 1.707, leaving performance poor within the available budget.",Raise the learning rate and compare how much progress is made in the same epoch budget.
synthetic_v3_healthy_019,controlled_synthetic_v3,train,controlled_mlp,multiclass_classification,"[1.349, 1.116, 0.899, 0.698, 0.517, 0.358, 0.229, 0.15]","[1.419, 1.184, 0.963, 0.76, 0.576, 0.415, 0.285, 0.205]","[0.406, 0.505, 0.598, 0.684, 0.761, 0.829, 0.884, 0.917]","[0.378, 0.477, 0.57, 0.656, 0.733, 0.801, 0.856, 0.889]",0.002626,"[1, 2, 3, 4, 5, 6, 7, 8]",A split audit found no overlap and both curves converged normally.,healthy,"Both splits improved over 8 epochs. Final losses were 0.150 for training and 0.205 for validation, with final metrics of 0.917 and 0.889.",Run the same configuration with a second seed and compare the final metrics.
synthetic_v3_learning_rate_too_high_043,controlled_synthetic_v3,train,controlled_mlp,multiclass_classification,"[1.167, 2.407, 1.372, 3.393, 0.99, 3.252, 1.001, 2.183, 1.414, 3.277, 1.032, 2.243]","[1.334, 2.503, 1.54, 3.544, 1.09, 3.376, 1.159, 2.267, 1.599, 3.388, 1.176, 2.329]","[0.599, 0.319, 0.548, 0.204, 0.553, 0.275, 0.507, 0.299, 0.521, 0.228, 0.554, 0.313]","[0.58, 0.289, 0.518, 0.186, 0.525, 0.261, 0.472, 0.286, 0.489, 0.214, 0.541, 0.3]",0.0997,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",The same optimizer converged when a much smaller rate was used in a pilot run.,learning_rate_too_high,"Loss oscillated throughout 12 epochs, including increases from 1.167 to 2.407 and from 1.372 to 3.393; the run did not converge.",Repeat the configuration with a learning rate ten times smaller.
synthetic_v3_learning_rate_too_low_008,controlled_synthetic_v3,train,controlled_cnn,image_classification,"[1.66, 1.65, 1.64, 1.63, 1.62, 1.61, 1.6, 1.59, 1.58, 1.57, 1.56, 1.55, 1.54]","[1.72, 1.711, 1.702, 1.693, 1.683, 1.674, 1.665, 1.656, 1.646, 1.637, 1.628, 1.619, 1.61]","[0.319, 0.324, 0.329, 0.333, 0.338, 0.343, 0.348, 0.352, 0.357, 0.362, 0.367, 0.372, 0.376]","[0.309, 0.313, 0.317, 0.321, 0.325, 0.329, 0.334, 0.338, 0.342, 0.346, 0.35, 0.354, 0.358]",4.1e-06,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",No learning-rate scheduler was enabled.,learning_rate_too_low,"Despite 13 stable epochs, training loss only moved from 1.660 to 1.540, leaving performance poor within the available budget.",Raise the learning rate and compare how much progress is made in the same epoch budget.
synthetic_v3_data_leakage_suspected_007,controlled_synthetic_v3,train,controlled_mlp,multiclass_classification,"[0.42, 0.317, 0.224, 0.143, 0.077, 0.037]","[0.38, 0.288, 0.204, 0.132, 0.072, 0.036]","[0.84, 0.88, 0.917, 0.949, 0.975, 0.99]","[0.88, 0.911, 0.938, 0.962, 0.982, 0.994]",0.001,"[1, 2, 3, 4, 5, 6]",The scaler and feature selector were fitted on the complete dataset before the train-validation split. Metric on a clean holdout was 0.64.,data_leakage_suspected,"Preprocessing was fitted before the split, so validation information entered the training pipeline. Validation metric was 0.994, compared with 0.640 on a clean holdout.","Rebuild the splits around independent groups, then rerun preprocessing and training."
synthetic_v3_learning_rate_too_low_048,controlled_synthetic_v3,train,controlled_mlp,binary_classification,"[1.839, 1.829, 1.818, 1.808, 1.797, 1.787, 1.776, 1.766, 1.755, 1.745, 1.734, 1.724]","[1.899, 1.89, 1.88, 1.87, 1.861, 1.851, 1.842, 1.832, 1.823, 1.813, 1.803, 1.794]","[0.399, 0.406, 0.413, 0.42, 0.427, 0.434, 0.441, 0.448, 0.455, 0.462, 0.469, 0.476]","[0.389, 0.395, 0.402, 0.408, 0.415, 0.422, 0.428, 0.435, 0.442, 0.448, 0.455, 0.462]",6.5e-06,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",No learning-rate scheduler was enabled.,learning_rate_too_low,"Training loss decreased consistently by only 0.115, from 1.839 to 1.724, across 12 epochs, while the training metric improved by only 0.077.",Increase the learning rate by about 10x and run the same experiment again.
synthetic_v3_underfitting_019,controlled_synthetic_v3,train,controlled_mlp,multiclass_classification,"[2.054, 1.881, 1.745, 1.642, 1.569, 1.524, 1.501, 1.496]","[2.111, 1.942, 1.808, 1.707, 1.636, 1.592, 1.57, 1.565]","[0.353, 0.41, 0.455, 0.489, 0.513, 0.528, 0.536, 0.538]","[0.344, 0.393, 0.432, 0.462, 0.483, 0.496, 0.502, 0.504]",0.00213,"[1, 2, 3, 4, 5, 6, 7, 8]","Optimization was stable, yet the small architecture could not fit the training data.",underfitting,"Both splits reached a weak plateau. Training and validation losses ended close together at 1.496 and 1.565, and neither metric exceeded 0.538.","Increase the training budget first, then try a model with more capacity if the plateau remains."
synthetic_v3_data_leakage_suspected_032,controlled_synthetic_v3,train,controlled_cnn,image_classification,"[0.42, 0.32, 0.23, 0.152, 0.088, 0.049]","[0.38, 0.285, 0.2, 0.125, 0.064, 0.027]","[0.84, 0.88, 0.916, 0.948, 0.973, 0.989]","[0.88, 0.91, 0.938, 0.962, 0.981, 0.993]",0.001,"[1, 2, 3, 4, 5, 6]",A feature audit found that the input column named target_copy exactly matched the target for every training and validation sample. Clean holdout metric was 0.61.,data_leakage_suspected,"The target_copy input feature directly revealed the target in both splits. Validation metric was 0.993, but it fell to 0.610 after removing that feature on a clean holdout.","Remove the overlap, retrain from scratch, and verify the result on a clean holdout."
synthetic_v3_learning_rate_too_high_020,controlled_synthetic_v3,train,controlled_cnn,image_classification,"[1.111, 2.728, 0.982, 2.54, 1.073, 3.097, 1.191, 2.18, 1.21]","[1.238, 2.896, 1.168, 2.674, 1.205, 3.178, 1.297, 2.293, 1.374]","[0.569, 0.304, 0.57, 0.297, 0.505, 0.235, 0.467, 0.321, 0.523]","[0.53, 0.285, 0.548, 0.275, 0.492, 0.214, 0.443, 0.306, 0.493]",0.2502,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",The run completed without hardware or logging errors.,learning_rate_too_high,"The large recurring loss spikes were paired with metric drops, such as 0.569 to 0.304 between epochs 1 and 2.",Reduce the learning rate first and check whether the loss begins to converge smoothly.
synthetic_v3_data_leakage_suspected_047,controlled_synthetic_v3,train,controlled_sequence_net,sequence_classification,"[0.42, 0.314, 0.218, 0.134, 0.066, 0.025]","[0.38, 0.281, 0.192, 0.114, 0.051, 0.012]","[0.84, 0.881, 0.919, 0.952, 0.978, 0.994]","[0.88, 0.911, 0.938, 0.963, 0.982, 0.994]",0.001,"[1, 2, 3, 4, 5, 6]",Source documents were divided by individual rows; paragraphs from the same documents occurred in both splits. Performance dropped to 0.66 when split by document.,data_leakage_suspected,"Paragraphs from the same source documents crossed the split boundary. The validation metric was 0.994, but a document-level holdout reached only 0.660.","Remove the overlap, retrain from scratch, and verify the result on a clean holdout."
synthetic_v3_learning_rate_too_high_037,controlled_synthetic_v3,train,controlled_mlp,multiclass_classification,"[0.891, 3.134, 0.854, 2.793, 0.974, 2.991, 1.315, 2.031, 1.139, 2.728, 1.35]","[1.033, 3.324, 0.935, 2.957, 1.125, 3.165, 1.409, 2.129, 1.287, 2.878, 1.546]","[0.465, 0.219, 0.567, 0.341, 0.58, 0.358, 0.582, 0.248, 0.548, 0.303, 0.521]","[0.45, 0.197, 0.538, 0.311, 0.558, 0.336, 0.546, 0.217, 0.537, 0.279, 0.503]",0.1431,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",Neither split settled into a downward trend during the run.,learning_rate_too_high,"Loss oscillated throughout 11 epochs, including increases from 0.891 to 3.134 and from 0.854 to 2.793; the run did not converge.",Repeat the configuration with a learning rate ten times smaller.
synthetic_v3_overfitting_009,controlled_synthetic_v3,train,controlled_tabular_net,binary_classification,"[1.628, 1.44, 1.259, 1.086, 0.922, 0.767, 0.622, 0.488, 0.366, 0.261, 0.175, 0.122]","[1.704, 1.439, 1.191, 0.962, 0.755, 0.575, 0.428, 0.338, 0.482, 0.622, 0.755, 0.871]","[0.461, 0.525, 0.586, 0.645, 0.701, 0.753, 0.803, 0.848, 0.889, 0.925, 0.954, 0.972]","[0.451, 0.517, 0.578, 0.635, 0.686, 0.73, 0.767, 0.789, 0.746, 0.705, 0.665, 0.631]",0.002222,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",A second seed showed the same late divergence between the two splits.,overfitting,"After epoch 8, training continued improving to 0.122 loss, but validation loss moved in the opposite direction and finished at 0.871.",Restore the checkpoint from epoch 8 and test early stopping.
synthetic_v3_underfitting_022,controlled_synthetic_v3,train,controlled_encoder,text_classification,"[2.115, 1.943, 1.793, 1.664, 1.556, 1.468, 1.398, 1.345, 1.308, 1.285, 1.274, 1.271]","[2.162, 1.99, 1.842, 1.714, 1.607, 1.52, 1.45, 1.398, 1.361, 1.338, 1.327, 1.324]","[0.323, 0.354, 0.381, 0.405, 0.424, 0.44, 0.453, 0.463, 0.47, 0.474, 0.476, 0.476]","[0.318, 0.343, 0.365, 0.383, 0.399, 0.412, 0.422, 0.43, 0.435, 0.438, 0.44, 0.44]",0.002911,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",Batch size and optimizer settings stayed fixed during the run.,underfitting,"Both splits reached a weak plateau. Training and validation losses ended close together at 1.271 and 1.324, and neither metric exceeded 0.476.","Increase the training budget first, then try a model with more capacity if the plateau remains."
synthetic_v3_underfitting_003,controlled_synthetic_v3,train,controlled_tabular_net,binary_classification,"[1.847, 1.765, 1.7, 1.652, 1.617, 1.596, 1.585, 1.583]","[1.875, 1.81, 1.758, 1.72, 1.692, 1.675, 1.667, 1.665]","[0.356, 0.399, 0.434, 0.46, 0.478, 0.49, 0.495, 0.497]","[0.344, 0.383, 0.414, 0.437, 0.454, 0.464, 0.469, 0.47]",0.001324,"[1, 2, 3, 4, 5, 6, 7, 8]",The model still performed poorly on its own training examples.,underfitting,Training remained poor after 8 epochs: training loss was 1.583 and training metric was 0.497. Validation values were similarly poor at 1.665 loss and 0.470 metric.,"Train for more epochs and, if training remains poor, test a larger model."
synthetic_v3_overfitting_011,controlled_synthetic_v3,train,controlled_sequence_net,sequence_classification,"[1.284, 1.119, 0.961, 0.811, 0.669, 0.536, 0.414, 0.303, 0.206, 0.128, 0.08]","[1.379, 1.042, 0.748, 0.509, 0.363, 0.501, 0.636, 0.768, 0.895, 1.016, 1.121]","[0.543, 0.602, 0.659, 0.714, 0.765, 0.813, 0.857, 0.897, 0.932, 0.96, 0.978]","[0.533, 0.616, 0.688, 0.747, 0.783, 0.763, 0.744, 0.726, 0.708, 0.691, 0.676]",0.001047,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",The best validation checkpoint occurred before the final epoch.,overfitting,"Validation performance was best at epoch 5 and became worse afterward, even though training loss kept falling to 0.080.",Stop training near epoch 5 and evaluate that checkpoint on a separate holdout.
synthetic_v3_insufficient_evidence_018,controlled_synthetic_v3,train,controlled_mlp,binary_classification,"[1.145, 0.935, 0.773, 0.658, 0.573]","[1.193, 1.0, 0.818, 0.711, 0.642]","[0.621, 0.581, 0.541, 0.501, 0.461]","[0.607, 0.571, 0.516, 0.478, 0.432]",0.001,"[1, 2, 3, 4, 5]",No checkpoints were removed from the recorded history.,insufficient_evidence,"The losses improve but both recorded metrics become worse, so the logs are contradictory and may use an unknown metric direction or contain a logging error.","Verify the metric definition and logging code, then repeat the run before diagnosing it."
synthetic_v3_healthy_024,controlled_synthetic_v3,train,controlled_mlp,binary_classification,"[1.765, 1.463, 1.181, 0.921, 0.686, 0.48, 0.313, 0.211]","[1.847, 1.536, 1.245, 0.976, 0.991, 0.521, 0.349, 0.243]","[0.366, 0.479, 0.584, 0.681, 0.769, 0.846, 0.908, 0.946]","[0.349, 0.461, 0.565, 0.661, 0.656, 0.824, 0.886, 0.923]",0.001004,"[1, 2, 3, 4, 5, 6, 7, 8]",Metrics were recorded once at the end of every epoch.,healthy,"Across 8 epochs, training loss decreased from 1.765 to 0.211 and validation loss decreased from 1.847 to 0.243. The final training and validation metrics remained close at 0.946 and 0.923.",Repeat the run with another random seed to check that the result is reproducible.
synthetic_v3_insufficient_evidence_024,controlled_synthetic_v3,train,controlled_mlp,binary_classification,"[1.591, 1.286, 1.01, 0.77, 0.574, 0.455]","[1.63, 1.333, 1.065, 0.831, 0.641, 0.525]","[0.397, 0.513, 0.619, 0.711, 0.785, 0.831]",[],0.001,"[1, 2, 3, 4, 5, 6]",Metrics were recorded once at the end of every epoch.,insufficient_evidence,"The validation metric and its definition were not recorded, so the available information is incomplete and does not support a reliable diagnosis.","Record the validation metric and its definition, then rerun the evaluation."
synthetic_v3_underfitting_043,controlled_synthetic_v3,train,controlled_mlp,multiclass_classification,"[1.948, 1.773, 1.634, 1.529, 1.455, 1.409, 1.386, 1.381]","[2.004, 1.836, 1.703, 1.603, 1.532, 1.488, 1.466, 1.461]","[0.272, 0.337, 0.389, 0.428, 0.456, 0.473, 0.481, 0.483]","[0.263, 0.321, 0.367, 0.402, 0.427, 0.442, 0.449, 0.451]",0.002779,"[1, 2, 3, 4, 5, 6, 7, 8]",The model still performed poorly on its own training examples.,underfitting,"Both splits reached a weak plateau. Training and validation losses ended close together at 1.381 and 1.461, and neither metric exceeded 0.483.","Increase the training budget first, then try a model with more capacity if the plateau remains."
synthetic_v3_insufficient_evidence_023,controlled_synthetic_v3,train,controlled_sequence_net,sequence_classification,"[1.23, 1.005, 0.83, 0.707, 0.615]","[1.265, 1.069, 0.861, 0.764, 0.679]","[0.613, 0.573, 0.533, 0.493, 0.453]","[0.593, 0.544, 0.512, 0.478, 0.434]",0.001,"[1, 2, 3, 4, 5]",Loss improved while the recorded accuracy moved in the opposite direction.,insufficient_evidence,"The losses improve but both recorded metrics become worse, so the logs are contradictory and may use an unknown metric direction or contain a logging error.","Verify the metric definition and logging code, then repeat the run before diagnosing it."
synthetic_v3_healthy_044,controlled_synthetic_v3,train,controlled_cnn,image_classification,"[1.331, 1.183, 1.041, 0.906, 0.778, 0.659, 0.549, 0.449, 0.362, 0.292, 0.249]","[1.424, 1.27, 1.124, 0.985, 0.853, 0.73, 0.617, 0.514, 0.424, 0.351, 0.307]","[0.461, 0.53, 0.596, 0.659, 0.718, 0.774, 0.825, 0.871, 0.911, 0.944, 0.964]","[0.457, 0.525, 0.589, 0.65, 0.708, 0.762, 0.812, 0.858, 0.897, 0.929, 0.949]",0.001555,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",Metrics were recorded once at the end of every epoch.,healthy,"Training and validation followed the same improving trend: losses ended at 0.249 and 0.307, while their metrics reached 0.964 and 0.949.",Repeat the experiment once more to confirm that the stable result is reproducible.
synthetic_v3_overfitting_038,controlled_synthetic_v3,train,controlled_cnn,image_classification,"[1.419, 1.205, 1.004, 0.816, 0.642, 0.485, 0.348, 0.237, 0.169]","[1.524, 1.135, 0.796, 0.52, 0.351, 0.571, 0.784, 0.986, 1.162]","[0.472, 0.559, 0.641, 0.718, 0.789, 0.853, 0.909, 0.955, 0.982]","[0.462, 0.59, 0.703, 0.794, 0.85, 0.784, 0.721, 0.66, 0.608]",0.000611,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",No checkpoints were removed from the recorded history.,overfitting,"The generalization gap grew after epoch 5: the final training metric was 0.982, while the validation metric fell to 0.608.",Stop training near epoch 5 and evaluate that checkpoint on a separate holdout.
synthetic_v3_learning_rate_too_high_035,controlled_synthetic_v3,train,controlled_sequence_net,sequence_classification,"[1.206, 2.931, 0.864, 2.011, 1.342, 2.342, 0.973, 3.327, 0.802, 2.155, 1.013, 2.998]","[1.352, 3.119, 0.955, 2.162, 1.496, 2.48, 1.057, 3.52, 0.902, 2.342, 1.112, 3.09]","[0.481, 0.234, 0.555, 0.33, 0.559, 0.248, 0.492, 0.243, 0.457, 0.303, 0.576, 0.228]","[0.46, 0.211, 0.536, 0.3, 0.531, 0.232, 0.481, 0.228, 0.438, 0.291, 0.541, 0.209]",0.1494,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",Large loss jumps continued even though the batch size stayed fixed.,learning_rate_too_high,"The large recurring loss spikes were paired with metric drops, such as 0.481 to 0.234 between epochs 1 and 2.",Reduce the learning rate first and check whether the loss begins to converge smoothly.
